submission_id,reporting_period,organisation_id,site_id,nation,packaging_material,packaging_class,activity,weight_tonnes,submission_date
REC-2237-Q4 2024-SITE-B-PL01,,ORG-12345,SITE-B,Scotland,Plastic,Primary,Exported,2712.2,2024-05-21
REC-2238-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Exported,672.53,2024-02-12
REC-2239-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Fibre-based composite,Secondary,Supplied as goods,293.3,2024-11-07
REC-2240-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Steel,Primary,Supplied as goods,1501.92,2024-10-26
REC-2241-2024-Q3-SITE-D-FB01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Secondary,Imported,2081.78,2024-01-22
REC-2242-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Steel,Secondary,Imported,4332.63,2024-01-29
REC-2243-2024-Q1-SITE-B-WD01,2024-Q1,ORG-12345,SITE-B,Scotland,Wood,Tertiary,Imported,3.85163,2024-03-21
REC-2244-Q2 2024-SITE-D-AL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Aluminium,Tertiary,Imported,1327.54,2024-04-18
REC-2245-2024-Q3-SITE-D-FB01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Secondary,Exported,1.48149,2024-11-21
REC-2246-Q2 2024-SITE-B-PC01,2024-Q2,ORG-12345,SITE-B,Scotland,Paper/card,Primary,Supplied as goods,95.32,2024-04-13
REC-2247-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Glass,Secondary,Supplied as goods,4818.23,2024-12-16
REC-2248-2024-Q1-SITE-E-WD01,2024-Q1,ORG-12345,SITE-E,England,Wood,Secondary,Imported,714.97,2024-01-29
REC-2249-2024-Q3-SITE-A-PL02,2024-Q3,ORG-12345,SITE-A,England,Plastic,Primary,Supplied as goods,1.44061,2024-05-22
REC-2250-2024-Q1-SITE-A-OT01,2024-Q1,ORG-12345,SITE-A,England,Other,Tertiary,Exported,3.2151199999999998,2024-09-13
REC-2251-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Other,Secondary,Imported,3.56929,2024-11-05
REC-2252-Q2 2024-SITE-D-PC01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Paper/card,Secondary,Supplied as goods,4658.38,2024-08-11
REC-2253-Q2 2024-SITE-A-ST01,2024-Q2,ORG-12345,SITE-A,England,Steel,Tertiary,Supplied as goods,3211.04,2024-03-11
REC-2254-2024-Q3-SITE-D-GL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Glass,Primary,Supplied as goods,2.66737,2024-08-22
REC-2255-2024-Q3-SITE-D-PC01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Paper/card,Tertiary,Exported,3.66101,2024-04-10
REC-2256-Q2 2024-SITE-A-PC01,2024-Q2,ORG-12345,SITE-A,England,Paper/card,Secondary,Exported,0.9154,2024-06-29
REC-2257-2024-Q3-SITE-C-ST01,2024-Q3,ORG-12345,SITE-C,Wales,Steel,Secondary,Imported,283.39,2024-07-21
REC-2258-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Steel,Tertiary,Imported,1.72577,2024-03-26
REC-2259-Q4 2024-SITE-E-AL01,,ORG-12345,SITE-E,England,Aluminium,Primary,Exported,4924.39,2024-11-27
REC-2260-Q2 2024-SITE-B-PL02,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Imported,4510.79,2024-06-13
REC-2261-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Glass,Secondary,Supplied as goods,201.99,2024-07-14
REC-2262-Q4 2024-SITE-E-PL01,,ORG-12345,SITE-E,England,Plastic,Tertiary,Exported,0.35085000000000005,2024-02-05
REC-2263-Q2 2024-SITE-D-ST01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Steel,Secondary,Exported,3.1949400000000003,2024-10-20
REC-2264-Q2 2024-SITE-C-OT01,2024-Q2,ORG-12345,SITE-C,Wales,Other,Tertiary,Supplied as goods,1.37049,2024-01-21
REC-2265-2024-Q1-SITE-E-PL01,2024-Q1,ORG-12345,SITE-E,England,Plastic,Tertiary,Exported,3.9498,2024-08-04
REC-2266-2024-Q3-SITE-D-WD01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Wood,Secondary,Exported,1.4687000000000001,2024-06-05
REC-2267-Q4 2024-SITE-C-ST01,,ORG-12345,SITE-C,Wales,Steel,Secondary,Exported,4779.78,2024-10-13
REC-2268-Q2 2024-SITE-D-AL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Aluminium,Tertiary,Exported,4.40109,2025-01-09
REC-2269-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Other,Primary,Supplied as goods,3226.85,2024-10-15
REC-2270-Q4 2024-SITE-E-WD01,,ORG-12345,SITE-E,England,Wood,Shipment,Exported,3322.3,2024-10-11
REC-2271-2024-Q3-SITE-C-OT01,2024-Q3,ORG-12345,SITE-C,Wales,Other,Tertiary,Supplied as goods,4.42976,2024-11-06
REC-2272-2024-Q3-SITE-B-GL01,2024-Q3,ORG-12345,SITE-B,Scotland,Glass,Tertiary,Imported,568.04,2024-05-13
REC-2273-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Supplied as goods,4316.15,2024-03-22
REC-2274-Q2 2024-SITE-B-AL01,2024-Q2,ORG-12345,SITE-B,Scotland,Aluminium,Tertiary,Exported,3261.05,2024-10-31
REC-2275-Q4 2024-SITE-A-PL02,,ORG-12345,SITE-A,England,Plastic,Primary,Supplied as goods,4927.39,2024-10-31
REC-2276-Q2 2024-SITE-E-AL01,2024-Q2,ORG-12345,SITE-E,England,Aluminium,Primary,Exported,4.34132,2024-03-29
REC-2277-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Primary,Supplied as goods,0.12377,2024-02-16
REC-2278-2024-Q1-SITE-A-OT01,2024-Q1,ORG-12345,SITE-A,England,Other,Secondary,Imported,2.19815,2024-12-03
REC-2279-2024-Q1-SITE-A-OT01,2024-Q1,ORG-12345,SITE-A,England,Other,Tertiary,Exported,2430.19,2024-02-26
REC-2280-2024-Q1-SITE-C-ST01,2024-Q1,ORG-12345,SITE-C,Wales,Steel,Primary,Imported,1.9493900000000002,2024-05-14
REC-2281-2024-Q1-SITE-E-OT01,2024-Q1,ORG-12345,SITE-E,England,Other,Secondary,Imported,3.26688,2024-06-04
REC-2282-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Exported,3.2255000000000003,2024-11-11
REC-2283-Q2 2024-SITE-A-PC01,2024-Q2,ORG-12345,SITE-A,England,Paper/card,Tertiary,Exported,3.96102,2024-01-23
REC-2284-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Wood,Tertiary,Imported,4.5842,2024-11-11
REC-2285-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Secondary,Supplied as goods,1.6904700000000001,2024-08-01
REC-2286-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Fibre-based composite,Secondary,Supplied as goods,415.44,2024-03-01
REC-2287-Q4 2024-SITE-A-AL01,,ORG-12345,SITE-A,England,Aluminium,Secondary,Supplied as goods,4048.43,2024-11-12
REC-2288-Q2 2024-SITE-C-ST01,2024-Q2,ORG-12345,SITE-C,Wales,Steel,Tertiary,Exported,2.3737,2024-08-16
REC-2289-Q4 2024-SITE-E-OT01,,ORG-12345,SITE-E,England,Other,Primary,Imported,2792.11,2024-07-31
REC-2290-2024-Q1-SITE-E-WD01,2024-Q1,ORG-12345,SITE-E,England,Wood,Tertiary,Supplied as goods,2663.37,2024-10-11
REC-2291-Q4 2024-SITE-C-WD01,,ORG-12345,SITE-C,Wales,Wood,Tertiary,Exported,0.40961000000000003,2024-07-18
REC-2292-Q2 2024-SITE-A-WD01,2024-Q2,ORG-12345,SITE-A,England,Wood,Tertiary,Supplied as goods,2868.28,2024-01-26
REC-2293-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Primary,Imported,4411.84,2024-01-22
REC-2294-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Steel,Primary,Exported,4281.16,2024-07-17
REC-2295-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Paper/card,Shipment,Imported,4.859,2024-06-11
REC-2296-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Tertiary,Exported,732.95,2024-03-04
REC-2297-Q4 2024-SITE-A-OT01,,ORG-12345,SITE-A,England,Other,Tertiary,Exported,2779.56,2024-08-25
REC-2298-2024-Q1-SITE-C-ST01,2024-Q1,ORG-12345,SITE-C,Wales,Steel,Primary,Supplied as goods,747.52,2024-02-11
REC-2299-2024-Q3-SITE-A-ST01,2024-Q3,ORG-12345,SITE-A,England,Steel,Tertiary,Exported,1.8638800000000002,2024-06-13
REC-2300-Q2 2024-SITE-A-PC01,2024-Q2,ORG-12345,SITE-A,England,Paper/card,Secondary,Supplied as goods,1.62885,2024-07-20
REC-2301-2024Q2-SITE-A-WD01,2024-Q2,ORG-12345,SITE-A,England,Wood,Tertiary,Supplied as goods,3.56602,2024-08-06
REC-2302-Q2 2024-SITE-D-AL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Aluminium,Tertiary,Imported,2.07954,2024-03-24
REC-2303-2024-Q3-SITE-E-ST01,2024-Q3,ORG-12345,SITE-E,England,Steel,Primary,Imported,4.9598,2024-06-06
REC-2304-2024-Q3-SITE-B-PL01,2024-Q3,ORG-12345,SITE-B,Scotland,Plastic,Primary,Supplied as goods,2.4531,2024-09-02
REC-2305-2024-Q3-SITE-D-AL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Aluminium,Primary,Supplied as goods,4.9687399999999995,2024-09-17
REC-2306-2024-Q1-SITE-A-PL02,2024-Q1,ORG-12345,SITE-A,England,Plastic,Primary,Imported,4.71771,2024-07-23
REC-2307-2024-Q3-SITE-A-PL01,2024-Q3,ORG-12345,SITE-A,England,Plastic,Shipment,Supplied as goods,4.22701,2024-03-15
REC-2308-2024-Q1-SITE-D-PL02,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Plastic,Tertiary,Supplied as goods,3.7321500000000003,2024-03-24
REC-2309-2024-Q3-SITE-E-AL01,2024-Q3,ORG-12345,SITE-E,England,Aluminium,Primary,Supplied as goods,2338.76,2024-01-22
REC-2310-2024-Q3-SITE-E-PL01,2024-Q3,ORG-12345,SITE-E,England,Plastic,Secondary,Imported,4.53495,2024-06-30
REC-2311-Q2 2024-SITE-D-ST01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Steel,Primary,Exported,747.2,2024-07-09
REC-2312-Q4 2024-SITE-A-GL01,,ORG-12345,SITE-A,England,Glass,Shipment,Imported,1431.19,2024-02-29
REC-2313-2024-Q1-SITE-E-OT01,2024-Q1,ORG-12345,SITE-E,England,Other,Primary,Imported,,2024-02-20
REC-2314-Q4 2024-SITE-E-PL01,,ORG-12345,SITE-E,England,Plastic,Secondary,Imported,274.75,2024-12-30
REC-2315-Q4 2024-SITE-C-UNKNOWN,,ORG-12345,SITE-C,Wales,,Primary,Imported,4.467390000000001,2024-10-09
REC-2316-2024-Q3-SITE-D-AL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Aluminium,Secondary,Supplied as goods,2.1323499999999997,2024-08-24
REC-2317-2024-Q3-SITE-Z-PL01,2024-Q3,ORG-12345,SITE-Z,,Plastic,Tertiary,Imported,2.26663,2024-09-28
REC-2318-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Aluminium,Shipment,Imported,4839.98,2024-06-15
REC-2319-Q4 2024-SITE-A-FB01,,ORG-12345,SITE-A,England,Fibre-based composite,Primary,Exported,284.79,2024-06-04
REC-2320-2024-Q1-SITE-C-PL01,2024-Q1,ORG-12345,SITE-C,Wales,Plastic,Secondary,Imported,2272.48,2024-08-05
REC-2321-2024-Q1-SITE-E-GL01,2024-Q1,ORG-12345,SITE-E,England,Glass,Primary,Exported,0.95472,2024-07-03
REC-2322-2024-Q1-SITE-A-PC01,2024-Q1,ORG-12345,SITE-A,England,Paper/card,Primary,Supplied as goods,2492.25,2024-03-06
REC-2323-2024-Q1-SITE-A-PL02,2024-Q1,ORG-12345,SITE-A,England,Plastic,Primary,Imported,3905.6,2024-07-01
REC-2324-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Steel,Tertiary,Imported,3.42579,2024-01-27
REC-2325-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Exported,1.8862,2024-02-26
REC-2326-2024-Q3-SITE-D-GL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Glass,Primary,Supplied as goods,3.35096,2024-07-15
REC-2327-2024-Q3-SITE-A-PL01,2024-Q3,ORG-12345,SITE-A,England,Plastic,Primary,Supplied as goods,4.30666,2024-07-05
REC-2328-2024-Q3-SITE-E-AL01,2024-Q3,ORG-12345,SITE-E,England,Aluminium,Tertiary,Exported,4655.98,2024-12-04
REC-2329-Q4 2024-SITE-A-PC01,,ORG-12345,SITE-A,England,Paper/card,Primary,Imported,1448.47,2024-04-21
REC-2330-2024-Q3-SITE-E-GL01,2024-Q3,ORG-12345,SITE-E,England,Glass,Secondary,Exported,2776.19,2024-01-29
REC-2331-Q2 2024-SITE-C-AL01,2024-Q2,ORG-12345,SITE-C,Wales,Aluminium,Tertiary,Supplied as goods,288.32,2024-01-21
REC-2332-Q2 2024-SITE-C-AL01,2024-Q2,ORG-12345,SITE-C,Wales,Aluminium,Tertiary,Exported,636.66,2024-05-03
REC-2333-2024-Q1-SITE-A-FB01,2024-Q1,ORG-12345,SITE-A,England,Fibre-based composite,Primary,Exported,3077.29,2024-06-16
REC-2334-2024-Q3-SITE-E-PL02,2024-Q3,ORG-12345,SITE-E,England,Plastic,Primary,Exported,1.7172100000000001,2024-05-18
REC-2335-Q4 2024-SITE-C-PC01,,ORG-12345,SITE-C,Wales,Paper/card,Tertiary,Exported,1.73531,2024-02-01
REC-2336-Q4 2024-SITE-A-PL01,,ORG-12345,SITE-A,England,Plastic,Secondary,Imported,2.8685,2024-08-21
REC-2337-2024-Q3-SITE-D-OT01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Other,Primary,Supplied as goods,2756.34,2025-01-05
REC-2338-Q2 2024-SITE-B-AL01,2024-Q2,ORG-12345,SITE-B,Scotland,Aluminium,Secondary,Exported,1.37193,2024-06-10
REC-2339-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Steel,Shipment,Exported,4817.74,2024-08-03
REC-2340-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Wood,Secondary,Imported,3.80588,2024-05-05
REC-2341-Q2 2024-SITE-D-GL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Glass,Tertiary,Imported,4.15079,2024-06-23
REC-2342-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Steel,Primary,Imported,0.95904,2024-11-08
REC-2343-Q2 2024-SITE-B-PL01,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Tertiary,Supplied as goods,3.32438,2024-07-02
REC-2344-2024-Q1-SITE-E-PL02,2024-Q1,ORG-12345,SITE-E,England,Plastic,Primary,Supplied as goods,3.6992800000000003,2024-08-17
REC-2345-2024-Q3-SITE-E-PL01,2024-Q3,ORG-12345,SITE-E,England,Plastic,Secondary,Supplied as goods,77.81,2024-01-22
REC-2346-Q2 2024-SITE-B-GL01,2024-Q2,ORG-12345,SITE-B,Scotland,Glass,Primary,Supplied as goods,1950.93,2024-01-18
REC-2347-Q4 2024-SITE-C-ST01,,ORG-12345,SITE-C,Wales,Steel,Tertiary,Imported,4790.55,2024-10-30
REC-2348-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Glass,Primary,Supplied as goods,2987.42,2024-02-07
REC-2349-Q2 2024-SITE-A-AL01,2024-Q2,ORG-12345,SITE-A,England,Aluminium,Tertiary,Supplied as goods,2.12445,2024-07-22
REC-2350-2024-Q1-SITE-D-PC01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Paper/card,Shipment,Supplied as goods,434.8,2024-11-15
REC-2351-Q2 2024-SITE-B-GL01,2024-Q2,ORG-12345,SITE-B,Scotland,Glass,Primary,Imported,616.95,2024-10-22
REC-2352-Q2 2024-SITE-A-PL01,2024-Q2,ORG-12345,SITE-A,England,Plastic,Primary,Supplied as goods,2.18567,2024-07-13
REC-2353-2024-Q3-SITE-A-OT01,2024-Q3,ORG-12345,SITE-A,England,Other,Tertiary,Supplied as goods,2635.16,2024-03-03
REC-2354-2024-Q3-SITE-E-FB01,2024-Q3,ORG-12345,SITE-E,England,Fibre-based composite,Primary,Supplied as goods,2.5405100000000003,2024-10-22
REC-2355-Q4 2024-SITE-E-OT01,,ORG-12345,SITE-E,England,Other,Primary,Exported,2963.28,2024-09-11
REC-2356-2024-Q3-SITE-A-GL01,2024-Q3,ORG-12345,SITE-A,England,Glass,Tertiary,Exported,0.51627,2024-09-16
REC-2357-Q4 2024-SITE-A-OT01,,ORG-12345,SITE-A,England,Other,Tertiary,Exported,3.03918,2024-04-03
REC-2358-2024-Q3-SITE-C-OT01,2024-Q3,ORG-12345,SITE-C,Wales,Other,Shipment,Imported,4501.11,2024-12-16
REC-2359-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Shipment,Supplied as goods,882.2,2024-04-14
REC-2360-Q2 2024-SITE-B-OT01,2024-Q2,ORG-12345,SITE-B,Scotland,Other,Primary,Exported,1.508,2024-04-03
REC-2361-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Plastic,Secondary,Supplied as goods,1423.25,2024-03-22
REC-2362-Q2 2024-SITE-E-OT01,2024-Q2,ORG-12345,SITE-E,England,Other,Tertiary,Supplied as goods,376.89,2024-01-20
REC-2363-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Glass,Tertiary,Exported,3.68719,2024-06-04
REC-2364-2024-Q3-SITE-D-GL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Glass,Primary,Supplied as goods,696.39,2025-01-05
REC-2365-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Primary,Imported,3.60337,2024-07-04
REC-2366-2024-Q3-SITE-A-PL01,2024-Q3,ORG-12345,SITE-A,England,Plastic,Secondary,Imported,2.00957,2024-11-14
REC-2367-2024-Q1-SITE-D-AL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Aluminium,Tertiary,Imported,2311.74,2024-10-16
REC-2368-2024-Q1-SITE-E-AL01,2024-Q1,ORG-12345,SITE-E,England,Aluminium,Primary,Supplied as goods,3.43475,2024-12-29
REC-2369-Q2 2024-SITE-B-PL02,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Imported,1.9216900000000001,2024-01-29
REC-2370-Q4 2024-SITE-A-ST01,,ORG-12345,SITE-A,England,Steel,Primary,Exported,2729.0,2024-04-07
REC-2371-Q4 2024-SITE-A-GL01,,ORG-12345,SITE-A,England,Glass,Shipment,Supplied as goods,4.01722,2024-01-22
REC-2372-Q4 2024-SITE-D-OT01,,ORG-12345,SITE-D,Northern Ireland,Other,Primary,Imported,2059.02,2024-02-04
REC-2373-Q4 2024-SITE-A-FB01,,ORG-12345,SITE-A,England,Fibre-based composite,Primary,Exported,2.00031,2024-07-18
REC-2374-2024-Q1-SITE-C-PL01,2024-Q1,ORG-12345,SITE-C,Wales,Plastic,Secondary,Exported,1470.35,2024-08-22
REC-2375-Q4 2024-SITE-B-FB01,,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Exported,1.56554,2024-01-19
REC-2376-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Steel,Tertiary,Exported,1915.8,2024-07-30
REC-2377-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Glass,Secondary,Supplied as goods,0.48788,2024-12-20
REC-2378-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Glass,Tertiary,Exported,1750.44,2024-12-27
REC-2379-Q4 2024-SITE-E-OT01,,ORG-12345,SITE-E,England,Other,Tertiary,Exported,3.19935,2024-12-31
REC-2380-2024-Q3-SITE-B-PL02,2024-Q3,ORG-12345,SITE-B,Scotland,Plastic,Tertiary,Exported,4.655010000000001,2024-02-27
REC-2381-Q2 2024-SITE-B-FB01,2024-Q2,ORG-12345,SITE-B,Scotland,Fibre-based composite,Secondary,Supplied as goods,1045.02,2024-06-07
REC-2382-Q2 2024-SITE-E-WD01,2024-Q2,ORG-12345,SITE-E,England,Wood,Primary,Imported,3350.22,2024-05-19
REC-2383-2024-Q1-SITE-A-ST01,2024-Q1,ORG-12345,SITE-A,England,Steel,Primary,Supplied as goods,4.05414,2024-07-20
REC-2384-Q4 2024-SITE-C-OT01,,ORG-12345,SITE-C,Wales,Other,Secondary,Imported,188.55,2024-08-01
REC-2385-2024-Q3-SITE-E-ST01,2024-Q3,ORG-12345,SITE-E,England,Steel,Secondary,Imported,3990.53,2024-12-05
REC-2386-Q4 2024-SITE-C-PC01,,ORG-12345,SITE-C,Wales,Paper/card,Primary,Imported,4836.92,2024-08-03
REC-2387-Q4 2024-SITE-A-FB01,,ORG-12345,SITE-A,England,Fibre-based composite,Tertiary,Exported,3895.76,2024-06-06
REC-2388-2024-Q1-SITE-A-GL01,2024-Q1,ORG-12345,SITE-A,England,Glass,Primary,Supplied as goods,1749.12,2024-07-03
REC-2389-Q2 2024-SITE-D-ST01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Steel,Shipment,Supplied as goods,4.08309,2024-07-23
REC-2390-Q2 2024-SITE-A-FB01,2024-Q2,ORG-12345,SITE-A,England,Fibre-based composite,Secondary,Imported,4.22899,2024-09-03
REC-2391-Q2 2024-SITE-C-ST01,2024-Q2,ORG-12345,SITE-C,Wales,Steel,Primary,Supplied as goods,1.8713199999999999,2024-03-17
REC-2392-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Steel,Primary,Exported,4.770600000000001,2024-03-14
REC-2393-Q4 2024-SITE-A-ST01,,ORG-12345,SITE-A,England,Steel,Tertiary,Imported,4.43635,2024-08-13
REC-2394-2024-Q1-SITE-A-AL01,2024-Q1,ORG-12345,SITE-A,England,Aluminium,Tertiary,Imported,1.16873,2024-10-12
REC-2395-Q4 2024-SITE-C-PC01,,ORG-12345,SITE-C,Wales,Paper/card,Primary,Supplied as goods,4.66301,2024-10-26
REC-2396-Q4 2024-SITE-B-ST01,,ORG-12345,SITE-B,Scotland,Steel,Secondary,Supplied as goods,1085.12,2024-09-06
REC-2397-2024-Q1-SITE-A-ST01,2024-Q1,ORG-12345,SITE-A,England,Steel,Secondary,Exported,3269.91,2024-04-23
REC-2398-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Glass,Tertiary,Exported,4.67211,2024-03-30
REC-2399-2024-Q3-SITE-D-AL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Aluminium,Secondary,Imported,2292.18,2024-04-20
REC-2400-2024-Q3-SITE-A-AL01,2024-Q3,ORG-12345,SITE-A,England,Aluminium,Secondary,Supplied as goods,0.6018,2024-08-26
REC-2401-2024Q2-SITE-C-OT01,2024-Q2,ORG-12345,SITE-C,Wales,Other,Primary,Supplied as goods,4641.48,2024-01-27
REC-2402-2024-Q3-SITE-A-GL01,2024-Q3,ORG-12345,SITE-A,England,Glass,Secondary,Exported,0.932,2024-06-26
REC-2403-2024-Q3-SITE-E-WD01,2024-Q3,ORG-12345,SITE-E,England,Wood,Primary,Supplied as goods,0.64358,2024-11-03
REC-2404-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Tertiary,Supplied as goods,3.82717,2024-04-25
REC-2405-Q4 2024-SITE-B-PL02,,ORG-12345,SITE-B,Scotland,Plastic,Primary,Imported,3.13105,2024-01-28
REC-2406-2024-Q3-SITE-B-GL01,2024-Q3,ORG-12345,SITE-B,Scotland,Glass,Shipment,Exported,3174.28,2024-07-24
REC-2407-Q2 2024-SITE-B-PC01,2024-Q2,ORG-12345,SITE-B,Scotland,Paper/card,Tertiary,Exported,3.43028,2024-03-15
REC-2408-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Wood,Primary,Exported,3.09895,2024-09-13
REC-2409-Q4 2024-SITE-D-AL01,,ORG-12345,SITE-D,Northern Ireland,Aluminium,Tertiary,Imported,1.16623,2024-09-30
REC-2410-Q4 2024-SITE-E-PC01,,ORG-12345,SITE-E,England,Paper/card,Primary,Imported,2.0156300000000003,2024-10-02
REC-2411-Q2 2024-SITE-E-GL01,2024-Q2,ORG-12345,SITE-E,England,Glass,Secondary,Exported,2.5142800000000003,2024-07-28
REC-2412-2024-Q1-SITE-D-PL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Plastic,Primary,Supplied as goods,2.48239,2024-12-10
REC-2413-Q4 2024-SITE-A-OT01,,ORG-12345,SITE-A,England,Other,Primary,Exported,,2024-12-02
REC-2414-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Tertiary,Imported,2693.96,2024-06-29
REC-2415-Q2 2024-SITE-B-UNKNOWN,2024-Q2,ORG-12345,SITE-B,Scotland,,Tertiary,Imported,0.69857,2024-04-06
REC-2416-Q2 2024-SITE-C-OT01,2024-Q2,ORG-12345,SITE-C,Wales,Other,Primary,Exported,575.35,2024-10-27
REC-2417-2024-Q3-SITE-Z-GL01,2024-Q3,ORG-12345,SITE-Z,,Glass,Tertiary,Exported,4.9545200000000005,2024-02-13
REC-2418-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Exported,4964.87,2024-02-09
REC-2419-2024-Q1-SITE-B-FB01,2024-Q1,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Exported,3962.26,2024-03-13
REC-2420-2024-Q1-SITE-C-OT01,2024-Q1,ORG-12345,SITE-C,Wales,Other,Primary,Imported,2014.26,2024-01-18
REC-2421-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Wood,Tertiary,Imported,1184.12,2024-01-21
REC-2422-2024-Q3-SITE-E-PL02,2024-Q3,ORG-12345,SITE-E,England,Plastic,Primary,Imported,0.91385,2024-08-06
REC-2423-2024-Q1-SITE-D-AL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Aluminium,Shipment,Exported,2393.96,2024-06-04
REC-2424-2024-Q1-SITE-B-WD01,2024-Q1,ORG-12345,SITE-B,Scotland,Wood,Primary,Imported,1.6261800000000002,2024-02-28
REC-2425-Q4 2024-SITE-C-FB01,,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Imported,406.5,2024-01-23
REC-2426-2024-Q3-SITE-E-PL02,2024-Q3,ORG-12345,SITE-E,England,Plastic,Shipment,Exported,1.91108,2024-10-21
